5,3,8,4
5,4,1,4
5,4,2,4
5,4,3,4
5,4,4,4
5,4,5,4
5,4,6,24627
5,4,7,23603
5,4,8,4
5,4,9,8244
5,4,14,71731
5,5,1,4
5,5,8,4
5,5,9,4
5,5,10,4
5,5,11,4
5,5,12,4
5,5,13,4
5,5,14,4
6,0,1,4
6,0,5,4
6,0,6,49197
6,0,7,49197
6,0,8,4
6,0,9,4
6,0,10,4
6,0,11,4
6,0,12,4
6,0,13,4
6,0,14,4
6,1,1,4
6,1,5,4
6,1,6,49197
6,1,7,49197
6,1,8,4
6,1,9,57395
6,1,10,57395
6,1,11,58419
6,1,12,57395
6,1,13,56371
6,1,14,4
6,2,1,4
6,2,5,4
6,2,6,4
6,2,7,4
6,2,8,4
6,2,9,4
6,2,10,4
6,2,11,4
6,2,12,4
6,2,13,4
6,2,14,4
6,3,1,4
6,3,5,4
6,3,6,24627
6,3,7,23603
6,3,8,4
6,3,9,123955
6,3,10,124979
6,3,11,126003
6,3,12,124979
6,3,13,123955
6,3,14,4
6,4,1,4
6,4,2,4
6,4,3,4
6,4,4,4
6,4,5,4
6,4,8,4
6,4,9,57395
6,4,10,58419
6,4,11,59443
6,4,12,58419
6,4,13,57395
6,4,14,4
6,4,15,4147
6,5,8,4
6,5,9,4
6,5,10,4
6,5,11,4
6,5,12,4
6,5,13,4
6,5,14,3123
7,0,1,4
7,0,2,4
7,0,4,4
7,0,5,4
7,0,6,4
7,0,7,4
7,0,8,4
7,0,9,72753
7,0,10,24631
7,0,11,107569
7,0,12,106579
7,0,13,8
7,0,14,4
7,1,1,4
7,1,2,4
7,1,4,4
7,1,5,4
7,1,6,4
7,1,7,4
7,1,8,4
7,1,9,8297
7,1,13,8255
7,1,14,4
7,2,1,4
7,2,2,4
7,2,3,4
7,2,4,4
7,2,5,4
7,2,6,24627
7,2,7,23603
7,2,8,4
7,2,14,4
7,3,1,4
7,3,2,4
7,3,3,25652
7,3,4,4
7,3,5,4
7,3,8,4
7,3,14,4
7,4,1,4
7,4,2,4
7,4,3,4
7,4,4,4
7,4,5,4
7,4,8,4
7,4,9,25651
7,4,10,26675
7,4,11,27699
7,4,12,26675
7,4,13,25651
7,4,14,4
7,4,15,5171
7,5,1,4
7,5,8,4
7,5,9,4
7,5,10,4
7,5,11,4
7,5,12,4
7,5,13,4
7,5,14,3123
8,0,1,4
8,0,5,4
8,0,6,4
8,0,7,4
8,0,8,4
8,0,9,8251
8,0,13,90195
8,0,14,4
8,1,1,4
8,1,5,4
8,1,6,24627
8,1,7,23603
8,1,8,4
8,1,9,9275
8,1,14,8207
8,2,1,4
8,2,2,24628
8,2,3,23604
8,2,4,22580
8,2,5,4
8,2,8,4
8,2,9,10299
8,2,14,9231
8,3,1,4
8,3,2,23604
8,3,3,24628
8,3,4,23604
8,3,5,4
8,3,8,4
8,3,9,11323
8,3,14,4
8,4,1,4
8,4,2,4
8,4,3,4
8,4,4,4
8,4,5,4
8,4,8,4
8,4,9,10291
8,4,13,43059
8,4,14,4
8,4,15,6195
8,5,1,4
8,5,8,4
8,5,9,4
8,5,10,4
8,5,11,4
8,5,12,4
8,5,13,4
8,5,14,4147
9,0,1,4
9,0,5,4
9,0,6,23603
9,0,7,23603
9,0,8,4
9,0,13,9425
9,0,14,4
9,1,1,4
9,1,5,4
9,1,8,4
9,1,14,9231
9,2,1,4
9,2,5,4
9,2,8,4
9,2,14,10255
9,3,1,4
9,3,5,4
9,3,8,4
9,3,14,4
9,4,1,4
9,4,2,4
9,4,3,4
9,4,4,4
9,4,5,4
9,4,6,4
9,4,7,4
9,4,8,4
9,4,9,11315
9,4,13,44083
9,4,14,4
9,4,15,7219
9,5,5,14430
9,5,6,13364
9,5,7,4
9,5,8,4
9,5,9,4
9,5,10,4
9,5,11,4
9,5,12,4
9,5,13,4
9,5,14,5171
9,6,5,80927
10,0,1,4
10,0,8,9268
10,0,14,4
10,1,1,10255
10,1,14,4
10,2,1,9231
10,2,14,4
10,3,1,4
10,3,8,4
10,3,11,15377
10,3,14,4
10,4,1,4
10,4,2,4
10,4,3,4
10,4,4,4
10,4,5,4
10,4,6,4
10,4,7,4
10,4,8,4
10,4,9,12339
10,4,11,14430
10,4,13,45107
10,4,14,4
10,4,15,6195
10,5,1,4
10,5,7,44083
10,5,8,4
10,5,9,4
10,5,10,4
10,5,11,4
10,5,12,4
10,5,13,4
10,5,14,4147
11,0,1,4
11,0,8,8244
11,0,13,9268
11,0,14,4
11,0,15,7219
11,1,1,11279
11,2,1,10255
11,3,1,4
11,3,8,4
11,3,14,4
11,4,1,4
11,4,2,4
11,4,3,4
11,4,4,4
11,4,5,4
11,4,6,4
11,4,7,4
11,4,8,4
11,4,9,11315
11,4,13,44083
11,4,14,4
11,4,15,7219
11,5,7,43059
11,5,8,4
11,5,9,4
11,5,10,4
11,5,11,4
11,5,12,4
11,5,13,4
11,5,14,5171
12,0,1,4
12,0,2,64
12,0,8,8244
12,0,13,8244
12,0,14,4
12,0,15,6195
12,1,1,4
12,1,2,13367
12,2,1,4
12,3,1,4
12,3,8,4
12,3,14,4
12,4,1,4
12,4,2,4
12,4,3,4
12,4,4,4
12,4,5,4
12,4,6,4
12,4,7,4
12,4,8,4
12,4,9,10291
12,4,13,43059
12,4,14,4
12,4,15,6195
12,5,1,4
12,5,7,42035
12,5,8,4
12,5,9,4
12,5,10,4
12,5,11,4
12,5,12,4
12,5,13,4
12,5,14,4147
13,0,1,4
13,0,2,15377
13,0,3,79966
13,0,4,210014
13,0,5,208990
13,0,6,207966
13,0,7,141406
13,0,8,4
13,0,14,4
13,1,1,4
13,1,2,14391
13,1,8,4
13,1,14,4
13,2,1,4
13,2,8,4
13,2,14,4
13,3,1,4
13,3,8,4
13,3,14,4
13,4,1,4
13,4,2,4
13,4,3,4
13,4,4,4
13,4,5,4
13,4,6,4
13,4,7,4
13,4,8,4
13,4,9,271411
13,4,10,59443
13,4,11,60467
13,4,12,59443
13,4,13,320563
13,4,14,4
13,4,15,5171
13,5,7,41011
13,5,8,4
13,5,9,4
13,5,10,4
13,5,11,4
13,5,12,4
13,5,13,4
13,5,14,3123
14,0,1,4
14,0,2,4
14,0,3,4
14,0,4,4
14,0,5,4
14,0,6,4
14,0,7,4
14,0,8,4
14,0,9,4
14,0,10,4
14,0,11,4
14,0,12,4
14,0,13,4
14,0,14,4
14,1,1,4
14,1,2,4
14,1,3,4
14,1,4,11279
14,1,5,10255
14,1,6,9231
14,1,7,4
14,1,8,4
14,1,9,4
14,1,10,8207
14,1,11,9231
14,1,12,8207
14,1,13,4
14,1,14,4
14,2,1,4
14,2,2,4
14,2,3,4
14,2,4,10255
14,2,5,9231
14,2,6,8207
14,2,7,4
14,2,8,4
14,2,9,4
14,2,10,9231
14,2,11,10255
14,2,12,9231
14,2,13,4
14,2,14,4
14,3,1,4
14,3,2,4
14,3,3,4
14,3,4,4
14,3,5,4
14,3,6,4
14,3,7,4
14,3,8,4
14,3,9,4
14,3,10,4
14,3,11,4
14,3,12,4
14,3,13,4
14,3,14,4
14,4,1,4
14,4,2,4
14,4,3,4
14,4,4,4
14,4,5,4
14,4,6,4
14,4,7,4
14,4,8,4
14,4,9,4
14,4,10,4
14,4,11,4
14,4,12,4
14,4,13,4
14,4,14,4
14,4,15,4147
14,5,1,4
14,5,3,4
14,5,5,4
14,5,7,4
14,5,8,22579
14,5,9,21555
14,5,10,20531
14,5,11,21555
14,5,12,20531
14,5,13,19507
14,5,14,150579
15,4,7,169011
15,4,8,20531
15,4,9,21555
15,4,10,22579
15,4,11,23603
15,4,12,22579
15,4,13,21555
15,4,14,20531
15,4,15,150579
